date	county	state	fips	cases	deaths
4/1/2020	Houghton	Michigan	26061	1	0
4/2/2020	Houghton	Michigan	26061	1	0
4/3/2020	Houghton	Michigan	26061	1	0
4/4/2020	Houghton	Michigan	26061	2	0
4/5/2020	Houghton	Michigan	26061	1	0
4/6/2020	Houghton	Michigan	26061	1	0
4/7/2020	Houghton	Michigan	26061	1	0
4/8/2020	Houghton	Michigan	26061	1	0
4/9/2020	Houghton	Michigan	26061	1	0
4/10/2020	Houghton	Michigan	26061	1	0
4/11/2020	Houghton	Michigan	26061	1	0
4/12/2020	Houghton	Michigan	26061	1	0
4/13/2020	Houghton	Michigan	26061	1	0
4/14/2020	Houghton	Michigan	26061	2	0
4/15/2020	Houghton	Michigan	26061	2	0
4/16/2020	Houghton	Michigan	26061	2	0
4/17/2020	Houghton	Michigan	26061	2	0
4/18/2020	Houghton	Michigan	26061	2	0
4/19/2020	Houghton	Michigan	26061	2	0
4/20/2020	Houghton	Michigan	26061	2	0
4/21/2020	Houghton	Michigan	26061	2	0
4/22/2020	Houghton	Michigan	26061	2	0
4/23/2020	Houghton	Michigan	26061	2	0
4/24/2020	Houghton	Michigan	26061	2	0
4/25/2020	Houghton	Michigan	26061	2	0
4/26/2020	Houghton	Michigan	26061	2	0
4/27/2020	Houghton	Michigan	26061	2	0
4/28/2020	Houghton	Michigan	26061	2	0
4/29/2020	Houghton	Michigan	26061	2	0
4/30/2020	Houghton	Michigan	26061	2	0
5/1/2020	Houghton	Michigan	26061	2	0
5/2/2020	Houghton	Michigan	26061	2	0
5/3/2020	Houghton	Michigan	26061	2	0
5/4/2020	Houghton	Michigan	26061	2	0
5/5/2020	Houghton	Michigan	26061	2	0
5/6/2020	Houghton	Michigan	26061	2	0
5/7/2020	Houghton	Michigan	26061	2	0
5/8/2020	Houghton	Michigan	26061	2	0
5/9/2020	Houghton	Michigan	26061	2	0
5/10/2020	Houghton	Michigan	26061	2	0
5/11/2020	Houghton	Michigan	26061	2	0
5/12/2020	Houghton	Michigan	26061	2	0
5/13/2020	Houghton	Michigan	26061	2	0
5/14/2020	Houghton	Michigan	26061	2	0
5/15/2020	Houghton	Michigan	26061	2	0
5/16/2020	Houghton	Michigan	26061	2	0
5/17/2020	Houghton	Michigan	26061	2	0
5/18/2020	Houghton	Michigan	26061	2	0
5/19/2020	Houghton	Michigan	26061	2	0
5/20/2020	Houghton	Michigan	26061	2	0
5/21/2020	Houghton	Michigan	26061	2	0
5/22/2020	Houghton	Michigan	26061	2	0
5/23/2020	Houghton	Michigan	26061	2	0
5/24/2020	Houghton	Michigan	26061	2	0
5/25/2020	Houghton	Michigan	26061	2	0
5/26/2020	Houghton	Michigan	26061	3	0
5/27/2020	Houghton	Michigan	26061	4	0
5/28/2020	Houghton	Michigan	26061	5	0
5/29/2020	Houghton	Michigan	26061	5	0
5/30/2020	Houghton	Michigan	26061	6	0
5/31/2020	Houghton	Michigan	26061	6	0
6/1/2020	Houghton	Michigan	26061	6	0
6/2/2020	Houghton	Michigan	26061	6	0
6/3/2020	Houghton	Michigan	26061	6	0
6/4/2020	Houghton	Michigan	26061	7	0
6/5/2020	Houghton	Michigan	26061	8	0
6/6/2020	Houghton	Michigan	26061	8	0
6/7/2020	Houghton	Michigan	26061	8	0
6/8/2020	Houghton	Michigan	26061	8	0
6/9/2020	Houghton	Michigan	26061	8	0
6/10/2020	Houghton	Michigan	26061	8	0
6/11/2020	Houghton	Michigan	26061	8	0
6/12/2020	Houghton	Michigan	26061	8	0
6/13/2020	Houghton	Michigan	26061	8	0
6/14/2020	Houghton	Michigan	26061	8	0
6/15/2020	Houghton	Michigan	26061	8	0
6/16/2020	Houghton	Michigan	26061	8	0
6/17/2020	Houghton	Michigan	26061	8	0
6/18/2020	Houghton	Michigan	26061	8	0
6/19/2020	Houghton	Michigan	26061	8	0
6/20/2020	Houghton	Michigan	26061	9	0
6/21/2020	Houghton	Michigan	26061	9	0
6/22/2020	Houghton	Michigan	26061	11	0
6/23/2020	Houghton	Michigan	26061	11	0
6/24/2020	Houghton	Michigan	26061	11	0
6/25/2020	Houghton	Michigan	26061	11	0
6/26/2020	Houghton	Michigan	26061	11	0
6/27/2020	Houghton	Michigan	26061	11	0
6/28/2020	Houghton	Michigan	26061	11	0
6/29/2020	Houghton	Michigan	26061	11	0
6/30/2020	Houghton	Michigan	26061	11	0
7/1/2020	Houghton	Michigan	26061	12	0
7/2/2020	Houghton	Michigan	26061	14	0
7/3/2020	Houghton	Michigan	26061	16	0
7/4/2020	Houghton	Michigan	26061	18	0
7/5/2020	Houghton	Michigan	26061	19	0
7/6/2020	Houghton	Michigan	26061	20	0
7/7/2020	Houghton	Michigan	26061	20	0
7/8/2020	Houghton	Michigan	26061	21	0
3/18/2020	Huron	Ohio	39077	1	0
3/19/2020	Huron	Ohio	39077	1	0
3/20/2020	Huron	Ohio	39077	1	0
3/21/2020	Huron	Ohio	39077	1	0
3/22/2020	Huron	Ohio	39077	1	0
3/23/2020	Huron	Ohio	39077	1	0
3/24/2020	Huron	Ohio	39077	2	0
3/25/2020	Huron	Ohio	39077	2	0
3/26/2020	Huron	Ohio	39077	3	0
3/27/2020	Huron	Michigan	26063	1	0
3/27/2020	Huron	Ohio	39077	3	0
3/28/2020	Huron	Michigan	26063	1	0
3/28/2020	Huron	Ohio	39077	3	0
3/29/2020	Huron	Michigan	26063	3	0
3/29/2020	Huron	Ohio	39077	3	0
3/30/2020	Huron	Michigan	26063	3	0
3/30/2020	Huron	Ohio	39077	3	1
3/31/2020	Huron	Michigan	26063	3	0
3/31/2020	Huron	Ohio	39077	4	1
4/1/2020	Huron	Michigan	26063	3	0
4/1/2020	Huron	Ohio	39077	4	1
4/2/2020	Huron	Michigan	26063	4	0
4/2/2020	Huron	Ohio	39077	4	1
4/3/2020	Huron	Michigan	26063	4	0
4/3/2020	Huron	Ohio	39077	5	1
4/4/2020	Huron	Michigan	26063	4	0
4/4/2020	Huron	Ohio	39077	6	1
4/5/2020	Huron	Michigan	26063	4	0
4/5/2020	Huron	Ohio	39077	6	1
4/6/2020	Huron	Michigan	26063	4	0
4/6/2020	Huron	Ohio	39077	9	1
4/7/2020	Huron	Michigan	26063	4	0
4/7/2020	Huron	Ohio	39077	10	1
4/8/2020	Huron	Michigan	26063	4	0
4/8/2020	Huron	Ohio	39077	9	1
4/9/2020	Huron	Michigan	26063	5	0
4/9/2020	Huron	Ohio	39077	10	1
4/10/2020	Huron	Michigan	26063	5	0
4/10/2020	Huron	Ohio	39077	10	1
4/11/2020	Huron	Michigan	26063	5	0
4/11/2020	Huron	Ohio	39077	15	1
4/12/2020	Huron	Michigan	26063	6	0
4/12/2020	Huron	Ohio	39077	14	1
4/13/2020	Huron	Michigan	26063	6	0
4/13/2020	Huron	Ohio	39077	14	1
4/14/2020	Huron	Michigan	26063	6	0
4/14/2020	Huron	Ohio	39077	14	1
4/15/2020	Huron	Michigan	26063	7	0
4/15/2020	Huron	Ohio	39077	14	1
4/16/2020	Huron	Michigan	26063	8	0
4/16/2020	Huron	Ohio	39077	16	1
4/17/2020	Huron	Michigan	26063	8	0
4/17/2020	Huron	Ohio	39077	16	1
4/18/2020	Huron	Michigan	26063	10	0
4/18/2020	Huron	Ohio	39077	15	1
4/19/2020	Huron	Michigan	26063	10	0
4/19/2020	Huron	Ohio	39077	16	1
4/20/2020	Huron	Michigan	26063	10	1
4/20/2020	Huron	Ohio	39077	20	1
4/21/2020	Huron	Michigan	26063	9	0
4/21/2020	Huron	Ohio	39077	23	1
4/22/2020	Huron	Michigan	26063	9	0
4/22/2020	Huron	Ohio	39077	25	2
4/23/2020	Huron	Michigan	26063	10	0
4/23/2020	Huron	Ohio	39077	24	1
4/24/2020	Huron	Michigan	26063	10	0
4/24/2020	Huron	Ohio	39077	25	1
4/25/2020	Huron	Michigan	26063	11	0
4/25/2020	Huron	Ohio	39077	27	1
4/26/2020	Huron	Michigan	26063	13	0
4/26/2020	Huron	Ohio	39077	28	1
4/27/2020	Huron	Michigan	26063	13	0
4/27/2020	Huron	Ohio	39077	29	1
4/28/2020	Huron	Michigan	26063	13	0
4/28/2020	Huron	Ohio	39077	30	1
4/29/2020	Huron	Michigan	26063	16	0
4/29/2020	Huron	Ohio	39077	30	1
4/30/2020	Huron	Michigan	26063	17	0
4/30/2020	Huron	Ohio	39077	29	1
5/1/2020	Huron	Michigan	26063	19	0
5/1/2020	Huron	Ohio	39077	29	1
5/2/2020	Huron	Michigan	26063	21	1
5/2/2020	Huron	Ohio	39077	31	1
5/3/2020	Huron	Michigan	26063	22	1
5/3/2020	Huron	Ohio	39077	31	1
5/4/2020	Huron	Michigan	26063	24	1
5/4/2020	Huron	Ohio	39077	32	1
5/5/2020	Huron	Michigan	26063	25	1
5/5/2020	Huron	Ohio	39077	33	1
5/6/2020	Huron	Michigan	26063	28	1
5/6/2020	Huron	Ohio	39077	34	1
5/7/2020	Huron	Michigan	26063	31	1
5/7/2020	Huron	Ohio	39077	34	1
5/8/2020	Huron	Michigan	26063	34	1
5/8/2020	Huron	Ohio	39077	37	1
5/9/2020	Huron	Michigan	26063	34	1
5/9/2020	Huron	Ohio	39077	38	1
5/10/2020	Huron	Michigan	26063	35	1
5/10/2020	Huron	Ohio	39077	38	1
5/11/2020	Huron	Michigan	26063	36	1
5/11/2020	Huron	Ohio	39077	38	1
5/12/2020	Huron	Michigan	26063	36	1
5/12/2020	Huron	Ohio	39077	39	1
5/13/2020	Huron	Michigan	26063	36	1
5/13/2020	Huron	Ohio	39077	39	1
5/14/2020	Huron	Michigan	26063	39	1
5/14/2020	Huron	Ohio	39077	40	1
5/15/2020	Huron	Michigan	26063	38	1
5/15/2020	Huron	Ohio	39077	39	1
5/16/2020	Huron	Michigan	26063	41	1
5/16/2020	Huron	Ohio	39077	40	1
5/17/2020	Huron	Michigan	26063	44	1
5/17/2020	Huron	Ohio	39077	41	1
5/18/2020	Huron	Michigan	26063	44	1
5/18/2020	Huron	Ohio	39077	42	1
5/19/2020	Huron	Michigan	26063	44	1
5/19/2020	Huron	Ohio	39077	43	1
5/20/2020	Huron	Michigan	26063	41	1
5/20/2020	Huron	Ohio	39077	44	1
5/21/2020	Huron	Michigan	26063	42	1
5/21/2020	Huron	Ohio	39077	46	1
5/22/2020	Huron	Michigan	26063	42	1
5/22/2020	Huron	Ohio	39077	48	1
5/23/2020	Huron	Michigan	26063	42	1
5/23/2020	Huron	Ohio	39077	49	1
5/24/2020	Huron	Michigan	26063	42	1
5/24/2020	Huron	Ohio	39077	52	1
5/25/2020	Huron	Michigan	26063	42	1
5/25/2020	Huron	Ohio	39077	55	1
5/26/2020	Huron	Michigan	26063	42	1
5/26/2020	Huron	Ohio	39077	55	1
5/27/2020	Huron	Michigan	26063	42	1
5/27/2020	Huron	Ohio	39077	55	1
5/28/2020	Huron	Michigan	26063	44	1
5/28/2020	Huron	Ohio	39077	56	1
5/29/2020	Huron	Michigan	26063	44	1
5/29/2020	Huron	Ohio	39077	56	1
5/30/2020	Huron	Michigan	26063	44	1
5/30/2020	Huron	Ohio	39077	57	1
5/31/2020	Huron	Michigan	26063	48	1
5/31/2020	Huron	Ohio	39077	58	1
6/1/2020	Huron	Michigan	26063	48	1
6/1/2020	Huron	Ohio	39077	60	1
6/2/2020	Huron	Michigan	26063	48	1
6/2/2020	Huron	Ohio	39077	60	1
6/3/2020	Huron	Michigan	26063	48	1
6/3/2020	Huron	Ohio	39077	60	1
6/4/2020	Huron	Michigan	26063	48	1
6/4/2020	Huron	Ohio	39077	61	1
6/5/2020	Huron	Michigan	26063	57	1
6/5/2020	Huron	Ohio	39077	61	1
6/6/2020	Huron	Michigan	26063	57	1
6/6/2020	Huron	Ohio	39077	62	1
6/7/2020	Huron	Michigan	26063	57	1
6/7/2020	Huron	Ohio	39077	63	1
6/8/2020	Huron	Michigan	26063	57	1
6/8/2020	Huron	Ohio	39077	63	1
6/9/2020	Huron	Michigan	26063	59	1
6/9/2020	Huron	Ohio	39077	64	1
6/10/2020	Huron	Michigan	26063	60	1
6/10/2020	Huron	Ohio	39077	64	1
6/11/2020	Huron	Michigan	26063	60	1
6/11/2020	Huron	Ohio	39077	71	1
6/12/2020	Huron	Michigan	26063	60	1
6/12/2020	Huron	Ohio	39077	72	1
6/13/2020	Huron	Michigan	26063	60	1
6/13/2020	Huron	Ohio	39077	74	1
6/14/2020	Huron	Michigan	26063	60	1
6/14/2020	Huron	Ohio	39077	77	1
6/15/2020	Huron	Michigan	26063	61	1
6/15/2020	Huron	Ohio	39077	77	1
6/16/2020	Huron	Michigan	26063	60	1
6/16/2020	Huron	Ohio	39077	79	1
6/17/2020	Huron	Michigan	26063	60	1
6/17/2020	Huron	Ohio	39077	81	1
6/18/2020	Huron	Michigan	26063	60	1
6/18/2020	Huron	Ohio	39077	95	1
6/19/2020	Huron	Michigan	26063	60	1
6/19/2020	Huron	Ohio	39077	96	1
6/20/2020	Huron	Michigan	26063	60	1
6/20/2020	Huron	Ohio	39077	97	1
6/21/2020	Huron	Michigan	26063	63	1
6/21/2020	Huron	Ohio	39077	110	1
6/22/2020	Huron	Michigan	26063	63	3
6/22/2020	Huron	Ohio	39077	122	1
6/23/2020	Huron	Michigan	26063	63	3
6/23/2020	Huron	Ohio	39077	127	1
6/24/2020	Huron	Michigan	26063	64	3
6/24/2020	Huron	Ohio	39077	129	1
6/25/2020	Huron	Michigan	26063	64	3
6/25/2020	Huron	Ohio	39077	144	1
6/26/2020	Huron	Michigan	26063	64	3
6/26/2020	Huron	Ohio	39077	147	1
6/27/2020	Huron	Michigan	26063	65	3
6/27/2020	Huron	Ohio	39077	153	1
6/28/2020	Huron	Michigan	26063	65	3
6/28/2020	Huron	Ohio	39077	159	1
6/29/2020	Huron	Michigan	26063	65	3
6/29/2020	Huron	Ohio	39077	165	1
6/30/2020	Huron	Michigan	26063	65	3
6/30/2020	Huron	Ohio	39077	170	1
7/1/2020	Huron	Michigan	26063	66	3
7/1/2020	Huron	Ohio	39077	177	2
7/2/2020	Huron	Michigan	26063	66	3
7/2/2020	Huron	Ohio	39077	177	2
7/3/2020	Huron	Michigan	26063	66	3
7/3/2020	Huron	Ohio	39077	199	2
7/4/2020	Huron	Michigan	26063	66	3
7/4/2020	Huron	Ohio	39077	211	2
7/5/2020	Huron	Michigan	26063	66	3
7/5/2020	Huron	Ohio	39077	215	2
7/6/2020	Huron	Michigan	26063	66	3
7/6/2020	Huron	Ohio	39077	220	2
7/7/2020	Huron	Michigan	26063	68	3
7/7/2020	Huron	Ohio	39077	223	2
7/8/2020	Huron	Michigan	26063	69	3
7/8/2020	Huron	Ohio	39077	228	2
3/12/2020	Ingham	Michigan	26065	1	0
3/13/2020	Ingham	Michigan	26065	1	0
3/14/2020	Ingham	Michigan	26065	1	0
3/15/2020	Ingham	Michigan	26065	1	0
3/16/2020	Ingham	Michigan	26065	1	0
3/17/2020	Ingham	Michigan	26065	2	0
3/18/2020	Ingham	Michigan	26065	2	0
3/19/2020	Ingham	Michigan	26065	7	0
3/20/2020	Ingham	Michigan	26065	7	0
3/21/2020	Ingham	Michigan	26065	11	0
3/22/2020	Ingham	Michigan	26065	11	0
3/23/2020	Ingham	Michigan	26065	12	0
3/24/2020	Ingham	Michigan	26065	15	0
3/25/2020	Ingham	Michigan	26065	18	0
3/26/2020	Ingham	Michigan	26065	22	0
3/27/2020	Ingham	Michigan	26065	26	1
3/28/2020	Ingham	Michigan	26065	32	1
3/29/2020	Ingham	Michigan	26065	43	0
3/30/2020	Ingham	Michigan	26065	73	0
3/31/2020	Ingham	Michigan	26065	91	0
4/1/2020	Ingham	Michigan	26065	121	1
4/2/2020	Ingham	Michigan	26065	128	1
4/3/2020	Ingham	Michigan	26065	152	1
4/4/2020	Ingham	Michigan	26065	168	1
4/5/2020	Ingham	Michigan	26065	172	2
4/6/2020	Ingham	Michigan	26065	178	1
4/7/2020	Ingham	Michigan	26065	189	1
4/8/2020	Ingham	Michigan	26065	205	2
4/9/2020	Ingham	Michigan	26065	222	3
4/10/2020	Ingham	Michigan	26065	239	3
4/11/2020	Ingham	Michigan	26065	241	3
4/12/2020	Ingham	Michigan	26065	250	3
4/13/2020	Ingham	Michigan	26065	254	4
4/14/2020	Ingham	Michigan	26065	263	4
4/15/2020	Ingham	Michigan	26065	270	5
4/16/2020	Ingham	Michigan	26065	278	6
4/17/2020	Ingham	Michigan	26065	298	6
4/18/2020	Ingham	Michigan	26065	304	6
4/19/2020	Ingham	Michigan	26065	308	6
4/20/2020	Ingham	Michigan	26065	314	6
4/21/2020	Ingham	Michigan	26065	335	6
4/22/2020	Ingham	Michigan	26065	350	7
4/23/2020	Ingham	Michigan	26065	370	9
4/24/2020	Ingham	Michigan	26065	391	9
4/25/2020	Ingham	Michigan	26065	395	9
4/26/2020	Ingham	Michigan	26065	406	9
4/27/2020	Ingham	Michigan	26065	413	10
4/28/2020	Ingham	Michigan	26065	426	10
4/29/2020	Ingham	Michigan	26065	446	10
4/30/2020	Ingham	Michigan	26065	470	11
5/1/2020	Ingham	Michigan	26065	483	12
5/2/2020	Ingham	Michigan	26065	497	13
5/3/2020	Ingham	Michigan	26065	506	13
5/4/2020	Ingham	Michigan	26065	506	13
5/5/2020	Ingham	Michigan	26065	518	14
5/6/2020	Ingham	Michigan	26065	539	14
5/7/2020	Ingham	Michigan	26065	557	14
5/8/2020	Ingham	Michigan	26065	563	16
5/9/2020	Ingham	Michigan	26065	575	16
5/10/2020	Ingham	Michigan	26065	579	16
5/11/2020	Ingham	Michigan	26065	586	17
5/12/2020	Ingham	Michigan	26065	594	17
5/13/2020	Ingham	Michigan	26065	605	18
5/14/2020	Ingham	Michigan	26065	619	19
5/15/2020	Ingham	Michigan	26065	629	20
5/16/2020	Ingham	Michigan	26065	643	21
5/17/2020	Ingham	Michigan	26065	648	22
5/18/2020	Ingham	Michigan	26065	649	23
5/19/2020	Ingham	Michigan	26065	650	23
5/20/2020	Ingham	Michigan	26065	667	23
5/21/2020	Ingham	Michigan	26065	674	24
5/22/2020	Ingham	Michigan	26065	682	24
5/23/2020	Ingham	Michigan	26065	695	25
5/24/2020	Ingham	Michigan	26065	696	25
5/25/2020	Ingham	Michigan	26065	701	25
5/26/2020	Ingham	Michigan	26065	705	25
5/27/2020	Ingham	Michigan	26065	717	25
5/28/2020	Ingham	Michigan	26065	729	25
5/29/2020	Ingham	Michigan	26065	734	25
5/30/2020	Ingham	Michigan	26065	736	25
5/31/2020	Ingham	Michigan	26065	738	26
6/1/2020	Ingham	Michigan	26065	740	26
6/2/2020	Ingham	Michigan	26065	745	27
6/3/2020	Ingham	Michigan	26065	746	27
6/4/2020	Ingham	Michigan	26065	755	27
6/5/2020	Ingham	Michigan	26065	793	27
6/6/2020	Ingham	Michigan	26065	801	27
6/7/2020	Ingham	Michigan	26065	806	27
6/8/2020	Ingham	Michigan	26065	809	27
6/9/2020	Ingham	Michigan	26065	808	28
6/10/2020	Ingham	Michigan	26065	810	28
6/11/2020	Ingham	Michigan	26065	832	29
6/12/2020	Ingham	Michigan	26065	815	29
6/13/2020	Ingham	Michigan	26065	824	29
6/14/2020	Ingham	Michigan	26065	825	29
6/15/2020	Ingham	Michigan	26065	825	29
6/16/2020	Ingham	Michigan	26065	825	29
6/17/2020	Ingham	Michigan	26065	825	29
6/18/2020	Ingham	Michigan	26065	825	29
6/19/2020	Ingham	Michigan	26065	831	29
6/20/2020	Ingham	Michigan	26065	837	29
6/21/2020	Ingham	Michigan	26065	845	29
6/22/2020	Ingham	Michigan	26065	859	29
6/23/2020	Ingham	Michigan	26065	867	29
6/24/2020	Ingham	Michigan	26065	896	29
6/25/2020	Ingham	Michigan	26065	916	29
6/26/2020	Ingham	Michigan	26065	954	29
6/27/2020	Ingham	Michigan	26065	980	29
6/28/2020	Ingham	Michigan	26065	992	29
6/29/2020	Ingham	Michigan	26065	1002	29
6/30/2020	Ingham	Michigan	26065	1019	29
7/1/2020	Ingham	Michigan	26065	1042	29
7/2/2020	Ingham	Michigan	26065	1054	29
7/3/2020	Ingham	Michigan	26065	1070	29
7/4/2020	Ingham	Michigan	26065	1085	29
7/5/2020	Ingham	Michigan	26065	1092	29
7/6/2020	Ingham	Michigan	26065	1095	29
7/7/2020	Ingham	Michigan	26065	1114	29
7/8/2020	Ingham	Michigan	26065	1129	29
3/26/2020	Ionia	Michigan	26067	2	0
3/27/2020	Ionia	Michigan	26067	2	0
3/28/2020	Ionia	Michigan	26067	2	0
3/29/2020	Ionia	Michigan	26067	2	0
3/30/2020	Ionia	Michigan	26067	4	0
3/31/2020	Ionia	Michigan	26067	4	0
4/1/2020	Ionia	Michigan	26067	6	0
4/2/2020	Ionia	Michigan	26067	5	0
4/3/2020	Ionia	Michigan	26067	6	0
4/4/2020	Ionia	Michigan	26067	6	0
4/5/2020	Ionia	Michigan	26067	8	0
4/6/2020	Ionia	Michigan	26067	8	0
4/7/2020	Ionia	Michigan	26067	9	1
4/8/2020	Ionia	Michigan	26067	11	1
4/9/2020	Ionia	Michigan	26067	13	1
4/10/2020	Ionia	Michigan	26067	14	2
4/11/2020	Ionia	Michigan	26067	14	2
4/12/2020	Ionia	Michigan	26067	14	2
4/13/2020	Ionia	Michigan	26067	15	2
4/14/2020	Ionia	Michigan	26067	17	2
4/15/2020	Ionia	Michigan	26067	18	2
4/16/2020	Ionia	Michigan	26067	20	2
4/17/2020	Ionia	Michigan	26067	20	2
4/18/2020	Ionia	Michigan	26067	22	2
4/19/2020	Ionia	Michigan	26067	24	2
4/20/2020	Ionia	Michigan	26067	25	2
4/21/2020	Ionia	Michigan	26067	28	2
4/22/2020	Ionia	Michigan	26067	29	2
4/23/2020	Ionia	Michigan	26067	34	2
4/24/2020	Ionia	Michigan	26067	39	2
4/25/2020	Ionia	Michigan	26067	43	2
4/26/2020	Ionia	Michigan	26067	45	2
4/27/2020	Ionia	Michigan	26067	49	2
4/28/2020	Ionia	Michigan	26067	55	2
4/29/2020	Ionia	Michigan	26067	62	2
4/30/2020	Ionia	Michigan	26067	78	2
5/1/2020	Ionia	Michigan	26067	82	2
5/2/2020	Ionia	Michigan	26067	90	2
5/3/2020	Ionia	Michigan	26067	93	2
5/4/2020	Ionia	Michigan	26067	93	2
5/5/2020	Ionia	Michigan	26067	96	2
5/6/2020	Ionia	Michigan	26067	101	2
5/7/2020	Ionia	Michigan	26067	102	2
5/8/2020	Ionia	Michigan	26067	106	2
5/9/2020	Ionia	Michigan	26067	110	2
5/10/2020	Ionia	Michigan	26067	111	2
5/11/2020	Ionia	Michigan	26067	113	3
5/12/2020	Ionia	Michigan	26067	113	3
5/13/2020	Ionia	Michigan	26067	114	3
5/14/2020	Ionia	Michigan	26067	117	3
5/15/2020	Ionia	Michigan	26067	119	3
5/16/2020	Ionia	Michigan	26067	121	3
5/17/2020	Ionia	Michigan	26067	122	3
5/18/2020	Ionia	Michigan	26067	122	3
5/19/2020	Ionia	Michigan	26067	126	3
5/20/2020	Ionia	Michigan	26067	127	3
5/21/2020	Ionia	Michigan	26067	132	3
5/22/2020	Ionia	Michigan	26067	138	3
5/23/2020	Ionia	Michigan	26067	144	3
5/24/2020	Ionia	Michigan	26067	146	3
5/25/2020	Ionia	Michigan	26067	146	3
5/26/2020	Ionia	Michigan	26067	147	3
5/27/2020	Ionia	Michigan	26067	148	3
5/28/2020	Ionia	Michigan	26067	150	4
5/29/2020	Ionia	Michigan	26067	150	4
5/30/2020	Ionia	Michigan	26067	150	4
5/31/2020	Ionia	Michigan	26067	152	4
6/1/2020	Ionia	Michigan	26067	155	4
6/2/2020	Ionia	Michigan	26067	156	4
6/3/2020	Ionia	Michigan	26067	158	4
6/4/2020	Ionia	Michigan	26067	158	4
6/5/2020	Ionia	Michigan	26067	178	4
6/6/2020	Ionia	Michigan	26067	179	4
6/7/2020	Ionia	Michigan	26067	179	4
6/8/2020	Ionia	Michigan	26067	178	4
6/9/2020	Ionia	Michigan	26067	180	4
6/10/2020	Ionia	Michigan	26067	180	4
6/11/2020	Ionia	Michigan	26067	181	4
6/12/2020	Ionia	Michigan	26067	183	4
6/13/2020	Ionia	Michigan	26067	183	4
6/14/2020	Ionia	Michigan	26067	183	4
6/15/2020	Ionia	Michigan	26067	184	4
6/16/2020	Ionia	Michigan	26067	184	4
6/17/2020	Ionia	Michigan	26067	186	4
6/18/2020	Ionia	Michigan	26067	192	4
6/19/2020	Ionia	Michigan	26067	192	4
6/20/2020	Ionia	Michigan	26067	194	4
6/21/2020	Ionia	Michigan	26067	194	4
6/22/2020	Ionia	Michigan	26067	196	4
6/23/2020	Ionia	Michigan	26067	195	4
6/24/2020	Ionia	Michigan	26067	195	4
6/25/2020	Ionia	Michigan	26067	197	4
6/26/2020	Ionia	Michigan	26067	196	4
6/27/2020	Ionia	Michigan	26067	197	4
6/28/2020	Ionia	Michigan	26067	197	4
6/29/2020	Ionia	Michigan	26067	198	4
6/30/2020	Ionia	Michigan	26067	199	4
7/1/2020	Ionia	Michigan	26067	199	4
7/2/2020	Ionia	Michigan	26067	200	4
7/3/2020	Ionia	Michigan	26067	203	4
7/4/2020	Ionia	Michigan	26067	207	4
7/5/2020	Ionia	Michigan	26067	207	4
7/6/2020	Ionia	Michigan	26067	210	4
7/7/2020	Ionia	Michigan	26067	209	4
7/8/2020	Ionia	Michigan	26067	209	4
3/25/2020	Iosco	Michigan	26069	1	0
3/26/2020	Iosco	Michigan	26069	1	0
3/27/2020	Iosco	Michigan	26069	1	0
3/28/2020	Iosco	Michigan	26069	1	0
3/29/2020	Iosco	Michigan	26069	1	0
3/30/2020	Iosco	Michigan	26069	1	0
3/31/2020	Iosco	Michigan	26069	1	0
4/1/2020	Iosco	Michigan	26069	1	0
4/2/2020	Iosco	Michigan	26069	1	0
4/3/2020	Iosco	Michigan	26069	1	0
4/4/2020	Iosco	Michigan	26069	2	1
4/5/2020	Iosco	Michigan	26069	3	1
4/6/2020	Iosco	Michigan	26069	3	1
4/7/2020	Iosco	Michigan	26069	4	1
4/8/2020	Iosco	Michigan	26069	4	1
4/9/2020	Iosco	Michigan	26069	4	1
4/10/2020	Iosco	Michigan	26069	4	1
4/11/2020	Iosco	Michigan	26069	5	1
4/12/2020	Iosco	Michigan	26069	4	1
4/13/2020	Iosco	Michigan	26069	4	1
4/14/2020	Iosco	Michigan	26069	4	1
4/15/2020	Iosco	Michigan	26069	4	1
4/16/2020	Iosco	Michigan	26069	6	1
4/17/2020	Iosco	Michigan	26069	8	1
4/18/2020	Iosco	Michigan	26069	11	1
4/19/2020	Iosco	Michigan	26069	11	1
4/20/2020	Iosco	Michigan	26069	13	2
4/21/2020	Iosco	Michigan	26069	15	2
4/22/2020	Iosco	Michigan	26069	15	2
4/23/2020	Iosco	Michigan	26069	21	3
4/24/2020	Iosco	Michigan	26069	29	4
4/25/2020	Iosco	Michigan	26069	29	4
4/26/2020	Iosco	Michigan	26069	33	4
4/27/2020	Iosco	Michigan	26069	41	4
4/28/2020	Iosco	Michigan	26069	48	4
4/29/2020	Iosco	Michigan	26069	47	4
4/30/2020	Iosco	Michigan	26069	52	4
5/1/2020	Iosco	Michigan	26069	51	7
5/2/2020	Iosco	Michigan	26069	52	7
5/3/2020	Iosco	Michigan	26069	52	7
5/4/2020	Iosco	Michigan	26069	52	7
5/5/2020	Iosco	Michigan	26069	52	7
5/6/2020	Iosco	Michigan	26069	53	7
5/7/2020	Iosco	Michigan	26069	54	8
5/8/2020	Iosco	Michigan	26069	54	8
5/9/2020	Iosco	Michigan	26069	54	8
5/10/2020	Iosco	Michigan	26069	55	8
5/11/2020	Iosco	Michigan	26069	55	8
5/12/2020	Iosco	Michigan	26069	55	8
5/13/2020	Iosco	Michigan	26069	55	8
5/14/2020	Iosco	Michigan	26069	56	8
